content,date,district,place,problem,sentiment,tweetid
#ncb @narcoticsbureau Great job. Although considered by some as Covid treatment. Illiteracy has its problems. https://t.co/7XM6Hbmo95,2020-07-20,New Delhi,New Delhi,['Daily Services'],negative,1.29e+18
@rahulkanwal Studies on COVID have also become a business. Match fixing of international mafia,2020-07-20,Jaipur,Jaipur,null,neutral,1.29e+18
@MoHFW_INDIA  how much money per covid patient the central gives to state government!,2020-07-20,Pune,Haveli,null,neutral,1.29e+18
"They talk about the role of technology and data in planning our finances for the future, how asset allocation helps… https://t.co/114iSuogWs",2020-07-20,Bankura,Indus Vox Media,null,positive,1.29e+18
March18/2020 from 1 to 5407 till July 20/2020- it is nothing but Community Transmission of Corona in Chhattisgarh a… https://t.co/Iaf40rni2N,2020-07-20,Raipur,Raipur,null,neutral,1.29e+18
@AnkitaArya6 @twittydoodle Lockdown is not good to all family ..,2020-07-20,Jhunjhunun,Sihor,['Economic'],negative,1.29e+18
Lockdown weekends #rainbowsixseige https://t.co/4TmPsWwsoz,2020-07-20,Coimbatore,Coimbatore,null,neutral,1.29e+18
Mr. #Harshad_Vania #SrDPO_BVP so being an intense #discriminator on matters of #Covid_19 have you inquired into the… https://t.co/1lf96zaTaJ,2020-07-20,Bhavnagar,Bhavnagar,['Daily Services'],negative,1.29e+18
One stop shop for being prepared... It's time for us to start preparing ourselves and family for this!… https://t.co/swwXNKX88B,2020-07-20,Bangalore,Anekal Bangaluru,['Economic'],negative,1.29e+18
"Request @CMofKarnataka to issue orders capping the Ambulance Charges.   #SOS #Covid19Karnataka

@TOIBengaluru… https://t.co/BYSJpOwal4",2020-07-20,Bangalore,Bengaluru South,['Daily Services'],negative,1.29e+18
Today @ShifaMaitra talks about Lead schools that try to bridge the gap between rural and urban learning and a bridg… https://t.co/EfFEbGC0A2,2020-07-20,Bankura,Indus Vox Media,null,neutral,1.29e+18
"Laath maar kar Test karvao Rekha ko, does she think she is above else, damn these fucking celebs, Law breakers as M… https://t.co/tonvQKfEU0",2020-07-20,Rangareddy,Hayathnagar,['Daily Services'],negative,1.29e+18
@pavanvd @Cipla_Global @CiplaFoundation Hey pavan please share the prescription and covid report and all details on… https://t.co/Mp7WsrOD2k,2020-07-20,Varanasi,Varanasi,null,positive,1.29e+18
"After @AshokChavanINC and @dhananjay_munde, one more Cabinet Minister of state @AslamShaikh_MLA test positive for C… https://t.co/ZXq7zVdi3r",2020-07-20,Mumbai,Mumbai,null,positive,1.29e+18
From God Greace and with public Blessings our Hubli-Dharwad East MLA Sri @AbbayyaFans Recovered From COVID 19 and D… https://t.co/pOcDMpA6nN,2020-07-20,Dharwad,Hubli,null,positive,1.29e+18
Whete has PETA gone?? Has their WFH extended?? Or their twitter handle under an extended lockdown?? https://t.co/A36eMUCdkl,2020-07-20,New Delhi,New Delhi,null,neutral,1.29e+18
"Day121 : Full lockdown lunch distributed for needy people.

Thank you @chennaicorp @chennaipolice_ @fssaiindia… https://t.co/AGJLrZoUsH",2020-07-20,Chennai,Chennai,null,neutral,1.29e+18
And even the  maximum doctors are covid positive.Its really very risky to go in the chamber. Cachar district needs… https://t.co/496D4Zs6GY,2020-07-20,Cachar,Silchar,['Transpotation'],negative,1.29e+18
"Dear @DHFWKA

Please admit this Covid patient in Hoodi Circle (Bangalore) at the earliest . He is from Assam .… https://t.co/c5x3U1Llf2",2020-07-20,Karnataka,Bellary,null,positive,1.29e+18
"@PiyushGoyal ji till when due to China virus full function of Rails is not possible. 
Please establish water bottle… https://t.co/GkUve5DB4B",2020-07-20,Bareilly,Bareilly,['Economic'],negative,1.29e+18
"🔺When art emerges out of covid stress and  that to from covid  affected covid  warriors !!
🔺 In the #vims GDCRI cov… https://t.co/ztaSk6b4DV",2020-07-20,Karnataka,Bellary,['Others'],negative,1.29e+18
"@mymarketbytes Also during Covid-19, minimum subscription is 75% vs 90%. So chances of it failing are bleak.",2020-07-20,Mumbai,Mumbai,['Daily Services'],negative,1.29e+18
"#COVID19 #coronavirus 
#Lockdown has been declared  in 42 Hotspot areas of Navi Mumbai  till midnight of 31st July… https://t.co/Q6TAcSJKTK",2020-07-20,Thane,Navi Mumbai,null,neutral,1.29e+18
BJP leaders are showing more happiness on Mr MODI Twitter follower ship reached 60 M rather having concern on COVID… https://t.co/VMWIcboNVG,2020-07-20,New Delhi,New Delhi,null,positive,1.29e+18
"Respected @anilvijminister 
28 days lockdown in which a person is having no symptoms at all. No financial aid given… https://t.co/pUU8LDHWxL",2020-07-20,Ambala,Ambala,['Transpotation'],negative,1.29e+18
"@IOBIndia Dear Sir, I have an acct. in your JBNagar Br, Andheri East. Your net banking does not allow me to make Fi… https://t.co/yfULKCpyaF",2020-07-20,Pune,Lonavala,['Transpotation'],negative,1.29e+18
"@HemantSorenJMM Sir, better plan a lockdown in #EastSinghbhum or else it’ll be to late to handle the situation! Eve… https://t.co/fzYuU838vs",2020-07-20,Seraikela Kharsawan,Saraikela Kharsawan,null,positive,1.29e+18
@amazonIN Can you please start delivering non-essential items in non-containment zones in Navi Mumbai as lockdown has been lifted today ???,2020-07-20,Thane,Navi Mumbai,null,positive,1.29e+18
@OfficeofUT Corona numbers have crossed beyond control of lockdown. There is no use of lockdowns now. Lockdowns wil… https://t.co/ZgHA1Zx8nQ,2020-07-20,Thane,Navi Mumbai,['Others'],negative,1.29e+18
"@mygovindia
Government is gearing up its efforts to fight against the #COVID-19 pandemic. #IndiaFightsCorona… https://t.co/PHeT7GjXGe",2020-07-20,Cachar,Silchar,['Transpotation'],negative,1.29e+18
"Temperory lockdown is the only option available Now. 
#coronavirus",2020-07-20,Jaipur,Jaipur,null,neutral,1.29e+18
This is so comforting. Daughter welcoming mother after her Covid treatment. https://t.co/yTS0DZ1vE0,2020-07-20,Mumbai,Mumbai,null,positive,1.29e+18
"Lockdown😫?? Shutdown😫??
Calm down🤩!! Calm down🤩!!
We are still available for your #celebration🥳.

We delivering hap… https://t.co/6db73AtCxg",2020-07-20,Khordha,Bhubaneswar,null,positive,1.29e+18
"@Ganjam_Admin @CMO_Odisha @HFWOdisha @SRC_Odisha Wow such a good news, but I doubt sir if this amount of people sur… https://t.co/nXR3Cv9Vvf",2020-07-20,Thane,Navi Mumbai,null,neutral,1.29e+18
"@RajCMO @ashokgehlot51 Temperory lockdown is the only option available Now.  Still,  we have time ,  still we can s… https://t.co/XVXRWEY9NX",2020-07-20,Jaipur,Jaipur,null,neutral,1.29e+18
"@hardikpandya7 You still scored in this lockdown, great 👍👍",2020-07-20,Sangrur,Mohali,null,positive,1.29e+18
She is welcoming her elder sister. The entire family from Pune was covid positive and elder sister was the last one… https://t.co/rHgJufUTzI,2020-07-20,Baleshwar,Baleshwar,null,positive,1.29e+18
@SarangiSudhansu sir it has been seen that some vegetable sellers belong to the Basti area where covid patients wer… https://t.co/rix9Tc3wnE,2020-07-20,Cuttack,Cuttack,null,neutral,1.29e+18
"Another Day, Another Record. 40,425 Covid-19 positive Cases in last 24 hours. Where are we Heading towards?? https://t.co/uR7kb1ZTQT",2020-07-20,Kohima,Kohima,null,positive,1.29e+18
Feeling Lockdown with 69 others.,2020-07-20,Sundargarh,Rourkela,['Economic'],negative,1.29e+18
Shivsainiks celebrating 300k subscribers of Covid- 19 in Maharashtra https://t.co/gEMjVzyRgv,2020-07-20,Mumbai,Mumbai,null,positive,1.29e+18
"Fresh Covid-19 Cases
👉D=Deaths
Maharashtra 9,518 258D Biggest
Andhra Pradesh 5,041 56D Biggest
Tamil Nadu 4,979 78D… https://t.co/eIl0A6r4SJ",2020-07-20,Varanasi,Varanasi,['Others'],negative,1.29e+18
The only skill I learnt in lockdown was how to flip an omelette. And that's more important than what most of you learnt 🖕🏻,2020-07-20,Mumbai,Mumbai,['Others'],negative,1.29e+18
"BIG BIG BIG ECONOMIC LOSS of Navi Mumbai's Citizen due to LockDown, who is responsible authority to PAY them!

@NMMConline @NMMCCommr",2020-07-20,Thane,Navi Mumbai,['Economic'],negative,1.29e+18
@madhusmita_cham @SarangiSudhansu @spkhordha @CMO_Odisha @HFWOdisha @IPR_Odisha @bmcbbsr Yes u r completely right.… https://t.co/DVdZpSO8ek,2020-07-20,Debagarh,Debagarh,null,positive,1.29e+18
"Kakinada Municipal office staff affected by corona 

https://t.co/rS7nepCsd2

#CoronaVirusUpdates #COVID… https://t.co/csblHm2YPn",2020-07-20,East Godavari,Kakinada,['Others'],negative,1.29e+18
"Wakes up, looks out the window, goes straight back to bed. 
📷: @morganbennettsmith 
 .
.
.
#quarantinenaps… https://t.co/0VaOto027w",2020-07-20,Bangalore,Bengaluru South,['Transpotation'],negative,1.29e+18
Is there a separate COVID-19 SOPs for VVIPs?- Joykishan (The state govt must answer this question. If legislators a… https://t.co/7tky56JuGp,2020-07-20,Churachandpur,Churachandpur,null,neutral,1.29e+18
day whatever of lockdown https://t.co/lDKZY2Q2bq,2020-07-20,Imphal West,Imphal West II,null,neutral,1.29e+18
@uddhavthackeray @CMOMaharashtra @MumbaiMirror Bank of unions write to Maharashtra CM Uddhav Thackeray over employe… https://t.co/KUyJhifHx3,2020-07-20,Mumbai,Mumbai,null,neutral,1.29e+18
"Complete lockdown when we are at 500 infections (five hundred infections)

Complete un lockdown when we are at 1000… https://t.co/5ZEfYO9Uau",2020-07-20,Kolkata,Kolkata,null,neutral,1.29e+18
@AshwiniMS_TNIE @nagarjund @KiranTNIE1 Madam will there be an extension in lockdown in Bengaluru?,2020-07-20,Bangalore,Bengaluru,null,neutral,1.29e+18
"@MumbaiMirror July 20, 2020 page 3. Attached is a photo in this edition. Caption says 'Not even Covid can stop Gata… https://t.co/ojEE3HtA89",2020-07-20,Mumbai,Mumbai,['Others'],negative,1.29e+18
@DCPNEBCP @DHFWKA @PoojaPrasanna4 @AnithaGokul @MALAVIKAAVINASH @DiprUrban @vjgrover @shetty_vikram While the GoK i… https://t.co/3VDsEJGRsR,2020-07-20,Bangalore,Bengaluru,null,neutral,1.29e+18
@narendramodi @PMOIndia the country needs a stricter lockdown now more than ever to stop this wildfire like spread.… https://t.co/wFSEwl180y,2020-07-20,Kolkata,Kolkata,['Others'],negative,1.29e+18
"Sir kindly revert, lockdown is getting extended kindly help me to get my bike back I know it's a very small thing f… https://t.co/mXiAsDvego",2020-07-20,Thane,Navi Mumbai,null,positive,1.29e+18
"Covid community spread has started  situation is very bad, says Indian Medical Association... 
Read on JioNews https://t.co/2Gv9UuVr3D",2020-07-20,New Delhi,New Delhi,['Economic'],negative,1.29e+18
Want to know How Bihar CM's Mr. Nitish Kumar miss management with migrant labours have risked the life of 12 crore… https://t.co/rxasWCYf0Q,2020-07-20,Gautam Buddha Nagar,Noida,['Others'],negative,1.29e+18
Over populated country of #India is struggling to contain #Covid19 infections and now it can be a dangerous sign.… https://t.co/w6SVClB7Lp,2020-07-20,Patiala,Rajpura,['Transpotation'],negative,1.29e+18
"If your employer has taken good care of you in the lockdown period inspite of incurring losses himself, be loyal to… https://t.co/ZzuzfKyoPY",2020-07-20,New Delhi,New Delhi,null,positive,1.29e+18
"Despite COVID-19, India's food exports up 27% since March",2020-07-20,Nagpur,Nagpur,null,neutral,1.29e+18
"Subject = #Video_making_inside_house
Theme= Neighborhood During lockdown
#MAR Activities
#MAKAUT https://t.co/AFcR9XvURz",2020-07-20,Hugli,Uttarpara,null,neutral,1.29e+18
Individual migrant workers coming to Kerala have to pay for their COVID-19 test - The New Indian Express… https://t.co/kQhYzgkeud,2020-07-20,Kannur,Mukundapuram,['Transpotation'],negative,1.29e+18
India is paying the price allowing fools like you to stand up. You should have been Shut Up long back. https://t.co/oHTLX9nip8,2020-07-20,Gautam Buddha Nagar,Noida,['Economic'],negative,1.29e+18
10. Nobody likes or trusts China. COVID-19 has already seen a rise in racism and it'll continue for quite some time… https://t.co/t8egk5lXJy,2020-07-20,Mumbai,Mumbai,['Food Shortage'],negative,1.29e+18
Protect every Audio-Video Conference meeting with comprehensive enterprise-grade security with WeConference Platfor… https://t.co/DisbYOeJwP,2020-07-20,New Delhi,New Delhi,null,positive,1.29e+18
@Sherbir You were on a break just before the lockdown Mister :),2020-07-20,New Delhi,New Delhi,null,positive,1.29e+18
We need not to fear community transfer of Covid 19 virus from asymptomatic persons as it is likely to boost immunity against the virus.,2020-07-20,New Delhi,New Delhi,null,positive,1.29e+18
"@INTERNETmylife @PMOIndia @ICMRDELHI #lockdown is the another word of #Destruction, as the result is before you. St… https://t.co/JnrJOPfK8p",2020-07-20,Kamrup Metropolitan,Guwahati,['Economic'],negative,1.29e+18
@tnagarco @PMOIndia @myogiadityanath @CMOfficeUP We need to think of Covid 19 as a Multisystem disease. Covid19 has… https://t.co/ZeVI9LjrIi,2020-07-20,Lucknow,Lucknow,null,neutral,1.29e+18
"EXCLUSIVE : India's largest airline IndiGo is in talks to raise Rs 3,000 crore as #COVID19 has given a jolt to busi… https://t.co/ElepeJr5Ih",2020-07-20,New Delhi,New Delhi,['Transpotation'],negative,1.29e+18
Positive impact of Lockdown https://t.co/neGOOx858Q,2020-07-20,Kamrup Metropolitan,Guwahati,null,positive,1.29e+18
@LabourMinistry Due to COVID situation does any Pvt Ltd company has right to revised salary structure for nearly 40… https://t.co/G1Uf8FjRrg,2020-07-21,Mumbai,Mumbai,null,neutral,1.2855083022861558e+18
AIMIM President Barrister Asaduddin Owaisi Sahab inspected Sarojini Devi Eye Hospital which is also one of the Rapi… https://t.co/AKF1TGjQLt,2020-07-21,Hyderabad,Hyderabad,null,neutral,1.2855079816063918e+18
"Will the MHRD take responsibility for any students that gets infected with Covid-19 while giving exam?

#WakeUpMHRD",2020-07-21,Amritsar,Amritsar,['Others'],negative,1.285507870557999e+18
"Rs.15000 only 💝
Lockdown bridal discount for 2020 #brides
Call - 9888050866 
Mua - @brar_gagz

🔹Get your bridal mak… https://t.co/NJvThsBcYO",2020-07-21,Ward 3,Chandigarh,null,positive,1.285507836294955e+18
Reassuring people to come out of the fear of getting COVID tested is crucial for admin to be pro-active… https://t.co/w6KFh2wXeK,2020-07-21,Mumbai,Mumbai,['Transpotation'],negative,1.2855074561230766e+18
"😂 😂 😂 🙈 🙈 #Uganda must have had an overdose of the much-anticipated #COVID-19 cure!
 
#Ghanavsuganda https://t.co/s9LlwvThrB",2020-07-21,Sonitpur,Tezpur Rural,null,neutral,1.2855074402813624e+18
Day by day Covid 19 cases are increasing  on this time the Central and State govt's are decide to conduct the Exams… https://t.co/0rH1FEKYqU,2020-07-21,Amritsar,Amritsar,null,neutral,1.2855068565850604e+18
"The govt is yet to decide a timeline to open all #cinema halls. Officials involved in #Unlock2 process said ""high c… https://t.co/IR00lexn58",2020-07-21,Ghaziabad,Ghaziabad,null,neutral,1.2855068303413084e+18
Barrister @asadowaisi oversaw arrangements for covid-19 testing of meat traders of Charminar. In light of approachi… https://t.co/vI4WsPrDuL,2020-07-21,Hyderabad,Hyderabad,null,neutral,1.2855063870746747e+18
"@narendramodi sir, i was sacked from my emoloyment due to the lockdown. My father died 1 year ago due to the cancer… https://t.co/qj5G5TeV88",2020-07-21,Ahmedabad,Daskroi,['Economic'],negative,1.285506290614059e+18
Today the Covid cases have skyrocketed and yet the government is hell bent to Conduct Exams is it fair ? #WakeUpMHRD,2020-07-21,Amritsar,Amritsar,['Others'],negative,1.2855059294634885e+18
"Dear @OfficeofUT,
Request to provide Subsidy in High Electric bill generated during lockdown in Maharashtra as Relief.

#electricitybill",2020-07-21,Mumbai,Mumbai,null,positive,1.285505735305003e+18
"Kejriwal did it...Congrats Delhi

* Highest tests per million in the country
* Home isolations under medical superv… https://t.co/CNPwt7Zar6",2020-07-21,New Delhi,New Delhi,['Transpotation'],negative,1.2855049672819876e+18
"#MamatarShahidProhoson

Amid lockdown, a migrant worker expired, as there was no food or water in quarantine centre… https://t.co/9T4smriuuA",2020-07-21,Kolkata,Kolkata,['Food Shortage'],negative,1.2855048329172214e+18
"BSY to address people of Karnataka at 5pm, to announce lifting of lockdown https://t.co/cGCeYyWElT",2020-07-21,Bangalore,Bengaluru South,null,neutral,1.2855048052433592e+18
@OfficeofSSC @ChouhanShivraj Dear sir I have lost my brother on this 16th June due to lockdown because he was lost… https://t.co/J9VXtrWYql,2020-07-21,Gwalior,Gwalior,['Economic'],negative,1.2855047995431977e+18
"Back to the battlefield! After a tactical retreat because of COVID-19, YUDDHA has returned. Prepare to rampage thro… https://t.co/2k2qN8smGh",2020-07-21,Bankura,Indus Vox Media,['Daily Services'],negative,1.28550464703411e+18
"@hvgoenka This is a collection of home innovations present in internet from 6 months to 4 years ago.

Not done in l… https://t.co/V9ue7bCtxa",2020-07-21,Mumbai,Mumbai,['Transpotation'],negative,1.2855032653632102e+18
"@taslimanasreen I also wish the same

But when we see the covid symptom
With ayurvedic theories of infections and p… https://t.co/0VbDpV2ezN",2020-07-21,Gorakhpur,Gorakhpur,['Others'],negative,1.2855032586482115e+18
"If you are having surplus time in this lockdown then enhance your skill , come for CCNA 200-301  training and many… https://t.co/9i7BqWOAAq",2020-07-21,Pune,Pune,null,neutral,1.28550314935731e+18
The Corona situation is when the complete lockdown in most of the wards of Raniganj is being stopped with barricade… https://t.co/YGJsqx1O1u,2020-07-21,Paschim Bardhaman,Asansol,['Others'],negative,1.285503002921427e+18
@lakshmisharath Waiting for lockdown to get over. Can get my help then 😴,2020-07-21,Bangalore,Bengaluru South,null,positive,1.2855027370403717e+18
What will happen if I am being less #productive in this lockdown? Should I feel guilty or not?,2020-07-21,Mumbai,Mumbai,['Others'],negative,1.2855026190839603e+18
@timesofindia Why is the WHO hesitant in pronouncing COVID as an environmental disaster ? Seems all the efforts in… https://t.co/3vrUuHaqQc,2020-07-21,Thane,Navi Mumbai,['Transpotation'],negative,1.2855022608484147e+18
My sister tested covid positive and she is pregnant. please suggest mw the private hospital which can handle this c… https://t.co/46AGWK4Ufh,2020-07-21,Mumbai,Mumbai,null,positive,1.285502238392062e+18
"Second political family of this area also covid  positive, 6 members , although mildly symptomatic getting admitted… https://t.co/npKOwPYlKi",2020-07-21,Bareilly,Bareilly,null,positive,1.2855022019939123e+18
@PMOIndia @PrakashJavdekar Article today abt how rich ppl of the world r looking 2 get citizenship in Countries lik… https://t.co/wgmvo1fzRw,2020-07-21,Chennai,Mylapore Tiruvallike,null,positive,1.285501255347929e+18
"@dugalira These Moratorium figures given by financial institutions &amp; bks hv a lot of camouflaging, whatever suits o… https://t.co/2Wl0E9Frhz",2020-07-21,Mumbai,Mumbai,null,neutral,1.2855010197286666e+18
Bengal has population of over 10cr and shares border with many states and countries. Large number of ppl come here.… https://t.co/L1BZKYLz8d,2020-07-21,Kolkata,Kolkata,['Food Shortage'],negative,1.285500696343638e+18
"Our latest creation of Lockdown song..

Lyrics, tune and artists : SOMA ROY MANDAL and UPASONA MANDAL

Please like,… https://t.co/Ec8KjqRb7P",2020-07-21,Kolkata,Kolkata,null,positive,1.2855006410459668e+18
@gauravcsawant Modi govt is no concern for covid afflicted people without medical facility and letting them die but… https://t.co/1dcmag4YqG,2020-07-21,New Delhi,New Delhi,['Economic'],negative,1.285500633227772e+18
"400 cases: Thali Bajao
600 cases: Lockdown 1
4000 cases: Diya Jalao

12,000 cases: Lockdown 2
40,000 cases: Lockdow… https://t.co/t6Ymbk2TIw",2020-07-21,Surat,Surat,null,neutral,1.28550057191544e+18
"Cit: Lockdown
Me: Mentally locked in",2020-07-21,Pune,Pune,null,neutral,1.2855005423204065e+18
".@ratnakar273 ji, General Secretary (Org.), Kashi - Gorakhpur Zone, @BJP4UP shares how karyakartas of BJP worked en… https://t.co/LBMCGwJ7ux",2020-07-21,Varanasi,Varanasi,['Transpotation'],negative,1.285500138257961e+18
@THChennai Best wishes to Dr. J Radhakrishnan family. Hope they will recover soon from the COVID-19 symptoms.,2020-07-21,Prayagraj,Allahabad Outer,null,positive,1.285500038517416e+18
"Dear @DrRPNishank jj, while it's a positive step to start #NEET2020 exams in Karnatka but it is not possible for st… https://t.co/RRuizv96k1",2020-07-21,Mumbai,Mumbai,null,positive,1.2854999194704773e+18
@cpimspeak r than smuggling gold and help terrorist will cure covid.what nonsense bis this,2020-07-21,Coimbatore,Coimbatore,['Others'],negative,1.2854998186184172e+18
Why is the ministry of Human Resource Development so desperate to conduct exams? This is not something students &amp; t… https://t.co/tgZyMiWvuh,2020-07-21,Sirsa,sirsa,['Others'],negative,1.2854995833808978e+18
"@RamakanthPadide @PrakashJavdekar @RahulGandhi Help in the sense?
What kind of help you expect?
Leave bjp or Congre… https://t.co/6IoBWyhCQ6",2020-07-21,Bangalore,Bengaluru,null,positive,1.285499527726678e+18
SIKKIM - 35 new cases have been reported in the last 24 hours. One week lockdown begins from today.,2020-07-21,Jalpaiguri,Siliguri,null,neutral,1.2854994939457536e+18
Sugunendra Tirtha Swami of Puttige Mutt tests positive for COVID-19 https://t.co/jTMeeWgrrc,2020-07-21,Sholinganallur,Sholinganallur,null,positive,1.285499262516605e+18
"""It is extremely unfair to conduct exams during the Covid-19 pandemic. UGC must hear the voice of the students and… https://t.co/iTzKG24wrp",2020-07-21,Lakhimpur,North Lakhimpur,['Others'],negative,1.2854990742636708e+18
"@myogiadityanath 
With mild symptoms of Covid 19 my husband Ashish Saxena son Reyansh Saxena and I Mitali Saxena we… https://t.co/CHGJfGgRWu",2020-07-21,Gautam Buddha Nagar,Greater Noida,null,neutral,1.285499048548434e+18
"@eesanjenews Both look COVID 19 infected, positive.",2020-07-21,Bangalore,Bengaluru,['Others'],negative,1.2854981298741862e+18
@htTweets This milk could’ve been provided to the people who have been starving during this lockdown. This is not a… https://t.co/3oQgZTjdcx,2020-07-21,Pune,Pune,['Economic'],negative,1.285497143705301e+18
"Lockdown Jam 😷..
#back to Psytrance
#Psy Lead
#Jamming with 'Freedom fighters'.. 🤗😇😁😎
#back to the Ancient Trip..… https://t.co/jUqku37W49",2020-07-21,Daman,Fort Tondiarpet,null,positive,1.2854971230483087e+18
The Centre has written to all states and union territories warning against the use of N-95 masks with valved respir… https://t.co/NYflvVDCl5,2020-07-21,Gautam Buddha Nagar,Noida,['Others'],negative,1.2854964868774216e+18
"@RamakanthPadide @PrakashJavdekar @RahulGandhi Ooo bhai!
Recovery rate ni kuda chudu!
Lockdown imparted sense of re… https://t.co/2DAXDc8C3o",2020-07-21,Bangalore,Bengaluru,null,neutral,1.2854959963198054e+18
When a covid positive patient is found in an office it is closed for few days for sanitization. Similarly when a pa… https://t.co/JmfQAHetZv,2020-07-21,Moradabad,Moradabad,null,positive,1.285495011010736e+18
"Will the MHRD take responsibility for any students that gets infected with Covid-19 while giving exam?

#WakeUpMHRD https://t.co/ABTkdgX4jF",2020-07-21,Ambala,Ambala,['Others'],negative,1.2854950093917676e+18
"While lockdown in Gulbarga, How is responsible for this? @BSYBJP @CMofKarnataka #COVID19karnataka https://t.co/WhFUDbQdsD",2020-07-21,Kalaburagi,Gulbarga,['Transpotation'],negative,1.2854948862049935e+18
"@bankofbaroda near my house really needs to buck up in order to defeat Covid-19 
- First of all no one follows soci… https://t.co/CC3EdBL0WP",2020-07-21,Chittoor,Vijay Nagari HSC,['Transpotation'],negative,1.2854945331998065e+18
"✅ 22nd July onwards #Gokak market will be open from 5am to 1pm, after 1pm complete Lockdown.
✅ The Hotel &amp; Restaura… https://t.co/5v9XkP38D9",2020-07-21,Belgaum,Belgaum,null,neutral,1.2854943003571692e+18
That is how @PMOIndia is fighting against covid-19. Need to increase tests per million people and @BJP4India is foc… https://t.co/2uqBHCfW3d,2020-07-21,New Delhi,New Delhi,['Transpotation'],negative,1.2854941128969462e+18
Cancel the compartment exam for CBSE class 12th and 10th student due to covid-19 it is very danger condition for wh… https://t.co/HRazgxl29z,2020-07-21,Gautam Buddha Nagar,Noida,['Economic'],negative,1.285494002276397e+18
As A Part Of Suriya Anna 45 Birthday Celebrations #SingamGroup Thrissur Organizing  A Blood Donation Camp at IMA Bl… https://t.co/LfEmCojiOO,2020-07-21,Thrissur,Trissur,null,positive,1.2854939800256143e+18
@SetuAarogya @PMOIndia @Collector_MDL He confirmed that he received SMS of covid thru sms only. Then also in our it… https://t.co/k8rSxvNgQ0,2020-07-21,Medchal–Malkajgiri,Medchal,null,neutral,1.285493973163729e+18
"@dr_shapriyanka Stay home, stay safe ! Beat covid-19 !",2020-07-21,Belgaum,Shinde Ki Chhaoni,null,positive,1.2854939104253092e+18
Daily no. of COVID cases took a jump of 10k within a period of 4days only. Don't understand how UGC is still going… https://t.co/kQnjDIxf4t,2020-07-21,Dakshina Kannada,Mangalore,['Others'],negative,1.2854938455227105e+18
"Grow your business digitally in this lockdown time. 

👉It's not time to sit and cry, it's time to change your strat… https://t.co/BVEmHVQqD9",2020-07-21,Pune,Pune,['Daily Services'],negative,1.2854937971919135e+18
University &amp; gov. should also admit the fact that the students have not taken their books &amp; study material while go… https://t.co/qFIuN97Evx,2020-07-21,Raipur,Raipur,['Others'],negative,1.285493354025775e+18
First launch the Covid 19 vaccine and then give guidelines. #WakeUpMHRD,2020-07-21,Raipur,Raipur,null,neutral,1.2854931309810647e+18
"It's time to understand how serious is COVID-19 &amp; playing with student's life is not acceptable. 
#WakeUpMHRD",2020-07-21,Raipur,Raipur,['Transpotation'],negative,1.2854928877030482e+18
"India has become the third most infection affected country in the world.
Allowing universities to conduct exams,at… https://t.co/WrDM7Ozjyf",2020-07-21,Raipur,Raipur,['Others'],negative,1.2854928146089124e+18
"42,000 odd ASHA workers across the state ‒ who have acted as a resilient workforce against COVID-19 ‒ have boycotte… https://t.co/zBIbMye6V2",2020-07-21,Bangalore,Bengaluru South,['Economic'],negative,1.28549277108881e+18
"Breaking : Student wing of Indian National Congress, NSUI organises massive protest throughout the country against… https://t.co/k642vk0qob",2020-07-21,Ambala,Ambala,['Others'],negative,1.2854917606264054e+18
India is the third most worst country hit with Covid facing health care and economic crisis. Instead of tackling th… https://t.co/73Nv3wUo0k,2020-07-21,Raipur,Raipur,['Food Shortage'],negative,1.2854917034958152e+18
India today is in the stage of community transmission with more than 11 lakh cases. The govt should start taking st… https://t.co/pzAih0hEaP,2020-07-21,Raipur,Raipur,null,neutral,1.2854916264171233e+18
@axus @AxisBankOffers @AxisBankSupport Still my account not cler from axis bank..... Bad service.... Don't open acc… https://t.co/CNgnu91TrS,2020-07-21,Mumbai,Mumbai,['Economic'],negative,1.285491305682858e+18
@malllige That's why covid is not leaving india,2020-07-21,Bangalore,Bengaluru,null,neutral,1.2854910696694374e+18
Now every one seeing that System is collapsing to handle Covid Pandemic...Pls explain us...how can you ensure our s… https://t.co/rfQTof1vay,2020-07-21,Bangalore,Bengaluru South,['Daily Services'],negative,1.2854907543626342e+18
"#WakeUpMHRD

In this covid situation exams are not possible.
So Don't put mental pressure on students.
@HRDMinistry… https://t.co/Boi4Rx7lSY",2020-07-21,Jaipur,Jaipur,['Others'],negative,1.285490116757082e+18
Every student life matters. Authorities must not make it more difficult for students to come and give exams amid pa… https://t.co/yBnktluTEF,2020-07-21,New Delhi,New Delhi,['Others'],negative,1.2854900879212503e+18
@TelanganaCMO @CommissionrGHMC @EtelaRajender @bonthurammohan @GHMCOnline @ZC_Khairatabad @KTRTRS @prakash_bangari… https://t.co/P1eWxRzQ3L,2020-07-21,Hyderabad,Gudimalkapur flower market,null,neutral,1.285489556108632e+18
It’s Covid-19 for now. https://t.co/vbrf4YrMFB,2020-07-21,Mumbai,Mumbai,null,neutral,1.285489497237414e+18
@VMBJP @vijayanpinarayi @narendramodi @AmitShah @JPNadda @BJP4Keralam BBC News | India coronavirus: How Kerala's Co… https://t.co/RkFEF32W1I,2020-07-21,Chennai,Perambur Purasavakam,null,neutral,1.285489471077507e+18
