content,date,district,hour,minutes,place,sentiment,tweetid
1284800103916560384,@SudsG4 Nobody anticipated Mr Vajpayee's loss. Most polls predicted a win. The opposition then also was fragmented.… https://t.co/o0TKFwXU6g,Rajendra Nagar,Patna,2020-07-19,10,39,negative
1284800082554961921,India is having daily 30k Covid-19 cases and presently 3rd worst hit Country in world. Without thinking about the c… https://t.co/QKfcXKB0O2,Andhra Pradesh,Madhubani,2020-07-19,10,39,negative
1284799486473064449,"Sumeet Bagadia, Executive Director, Choice Equity 

Read more at: https://t.co/nkCAHFD7VY Deccan Herald is Bengaluru's top read newspaper",Mumbai,Mumbai,2020-07-19,10,37,negative
1284799434136580097,Every student life matters. Authorities must not make it more difficult for students to come and give exams amid pa… https://t.co/4ZyQwwWF2e,Andhra Pradesh,Madhubani,2020-07-19,10,37,negative
1284799204343205888,Where's the LOCKDOWN today?,Mumbai,Mumbai,2020-07-19,10,36,neutral
1284799060327534592,Was confident that taali thali will make covid 19 vanish.  Did nothing all those days. https://t.co/ZdCisFwDre,New Delhi,New Delhi,2020-07-19,10,35,positive
1284798715899736064,30k+ daily New Covid-19 cases and negativity everywhere. They want students to come and give exams to hit a new rec… https://t.co/LvafQ8GOXh,Andhra Pradesh,Madhubani,2020-07-19,10,34,negative
1284798509514813441,"Financial Protection against COVID-19
#finsureindia #insurance #COVID19India  #Surat https://t.co/vUgTzfe36e",Surat,Surat,2020-07-19,10,33,neutral
1284798494130049024,"@MumbaiPolice @CMOMaharashtra @CPMumbaiPolice 
1. Without helmet
2. Crossed line of signal
3. Crossed signal in red… https://t.co/ZWOdXUMkLc",Byculla Fire Station,Mumbai,2020-07-19,10,33,neutral
1284797935306194944,In these time of uncertainty where students avoid going outside house because of the fear of Covid-19. They want th… https://t.co/3KbVOLEZBw,Andhra Pradesh,Madhubani,2020-07-19,10,31,negative
1284797681211064320,@ShaliniGarg7 Lockdown 😭,Malihabad,Lucknow,2020-07-19,10,30,negative
1284797391510462466,"UGC is expecting parents to send their child themselves to die with Covid-19 for the sake of Exams.
#ExamsInCovidASuicide",Andhra Pradesh,Madhubani,2020-07-19,10,29,negative
1284797289496629250,Wish we soon put Covid-19 in a dubba and throw it in the deepest volcano for good. https://t.co/MXQGyckUWo,Gurgaon,Gurugram,2020-07-19,10,28,positive
1284797052740759553,Covid cases are increasing rapidly and places are being called as redzones...And examinations were conducting...So… https://t.co/Vvoqtgc0nR,Andhra Pradesh,Madhubani,2020-07-19,10,27,neutral
1284796795902517251,"In light of the surge in Covid 19 cases, The Owaisi Group of Hospitals has additionally equipped its hospitals with… https://t.co/jUt8FMEwKG",Rajendra Nagar,Patna,2020-07-19,10,26,neutral
1284796619896967170,"Thalaivan Dharisanam after lockdown will be ......😌💯🔥

#DhanushBDayCommonDP #JagameThandhiram @dhanushkraja https://t.co/qU7kTE7VxO",Tirunelveli,Tirunelveli Kattabo,2020-07-19,10,25,negative
1284796619200684032,"I am happy to take the pledge to fight against COVID19 Stigma &amp; discrimination. 
I encourage my friends to be part… https://t.co/0MA5wzgI4G",Ahmadabad City,Ahmedabad,2020-07-19,10,25,positive
1284796619070648320,"Sir, Congratulations for making India worlds 3rd highest Covid infected country.
Sir also can you also express your… https://t.co/J6BrP4KkmY",Bengaluru South,Bangalore,2020-07-19,10,25,negative
1284796603262365697,Exams should be cancelled and students should get a general promotion because Covid-19 is spreading very badly day… https://t.co/cNnoDUDHbB,Andhra Pradesh,Madhubani,2020-07-19,10,25,negative
1284796593816973312,Visited and inspected Pernem Multipurpose Indoor stadium which is declared as Covid Care Centre to ensure all the a… https://t.co/z8Rfri0rEk,Pernem,North Goa,2020-07-19,10,25,positive
1284796453869821960,#testBadhaoBiharBachao Now bihar is suffering in big critical situation of covid 19.plz increase test facility like… https://t.co/fZLzpxrU3d,Motihari,Purba Champaran,2020-07-19,10,25,negative
1284795773788413953,"Urgent requirement of a plasma donor ( patient recently recovered from covid-19 ) for my relative. 
Please contact me.
9599143644",New Delhi,New Delhi,2020-07-19,10,22,positive
1284795765466861568,"@astikkp 
Congratulations for nice handling of Covid scenario in city Sir.
Uttamottum Shubhechcha.",Aurangabad,Aurangabad,2020-07-19,10,22,positive
1284795706322980864,Seeing the exponential increase in COVID cases kindly care for the life of students too It's idiotic that even when… https://t.co/MdxlOX1Dwo,Andhra Pradesh,Madhubani,2020-07-19,10,22,positive
1284795629365891072,"We all are aware of continuously increasing COVID-19 cases day by day. In such a scenario, who will take the respon… https://t.co/a8oUAKtuev",Andhra Pradesh,Madhubani,2020-07-19,10,22,neutral
1284795576811282432,Two Covid-19 deceased patients were cremated in Battala Crematorium https://t.co/RcmEndKCaL,Agartala,West Tripura,2020-07-19,10,21,neutral
1284795409685049344,Book Abhiyan for Covid 19 patients with support of Mental Hospital Ahmedabad https://t.co/DatRzbWghV,Ahmadabad City,Ahmedabad,2020-07-19,10,21,positive
1284795074249818112,#ExamsInCovidASuicide or I would rather say Exams in Covid will be the MURDER of Students by the stubborn #UGC &amp; BJ… https://t.co/YTwEPyd0fQ,Haora,Howrah,2020-07-19,10,19,negative
1284795047850831872,"If anyone students dies of Covid-19 then who will take responsibility of his/her death.
#ExamsInCovidASuicide… https://t.co/UBDfspfbLE",Andhra Pradesh,Madhubani,2020-07-19,10,19,negative
1284794925150658561,"Love care wins anything 👍👌***
The Indian Express: Malappuram model of humanity: The story behind Kerala’s first pla… https://t.co/UV2hOCR9MJ",Egmore Nungambakkam,Chennai,2020-07-19,10,19,positive
1284794614960947204,@RahulGandhi BJP thinks they are at there best &amp; still excellent is awaited. It’s high time for Congress leadership… https://t.co/B7o5Yp1QXo,Bhopal,Bhopal,2020-07-19,10,18,positive
1284794608904544257,Training for RT PCR sample collection and RAT for COVID -19 https://t.co/W13wdJd5HP,Belonia,South Tripura,2020-07-19,10,17,neutral
1284794479287824384,"COVID SAFETY KEY AVAILABLE,dm for order #covidkey #coronakey #coronakey https://t.co/Zjhcz4FhkQ",Surat,Surat,2020-07-19,10,17,positive
1284794174600916992,@flyspicejet I want to alert that passenger traveled on 17th July  flight no SG431 from Chennai to patna is covid 1… https://t.co/qWNdlPJdJq,Arrah,Bhojpur,2020-07-19,10,16,negative
1284794110767857665,"What if all this #Coronavirus and #Lockdown is just a trap...
They just made us way to scared of this and today we… https://t.co/ZIKelYTVSn",Mumbai,Mumbai,2020-07-19,10,16,negative
1284793681162035204,Integrated Shower System in #Covid_19  Patients hall by So called bhakts #WorldBestCM @myogiadityanath… https://t.co/yEbg8EESRW,Pune,Pune,2020-07-19,10,14,neutral
1284793500450435072,"exams must be cancelled by taking this pandemic in regards.....!
Covid-19 cases increasing day by day. Plzz cancel… https://t.co/jNEFv19cwS",Andhra Pradesh,Madhubani,2020-07-19,10,13,negative
1284793202868760576,"Selling Pure Cotton Washable Masks with different prints and colours🙏🙏
#mulund #maskformulund #Covid_19… https://t.co/I6TOXTqb1A",Mumbai,Mumbai,2020-07-19,10,12,neutral
1284793174976675848,Students are not a testing kit. Covid-19 cases are increasing day by day and government is thinking to experiment o… https://t.co/E44QCUtB8F,Andhra Pradesh,Madhubani,2020-07-19,10,12,neutral
1284792980897845248,"A herd of pigs can be seen in a video roaming freely on the premises of Kalaburagi COVID Hospital in Karnataka, und… https://t.co/FFQMUrfmUu",Mumbai,Mumbai,2020-07-19,10,11,positive
1284792749040926721,"I would like to request u all my dear Shopkeepers, wholesalers, Distributors n marketing representative etc. to do… https://t.co/IVrHzsQDXo",Guwahati,Kamrup Metropolitan,2020-07-19,10,10,positive
1284792539032088577,# It was shocking to see a dozen pigs &amp; piglets moving abt freely in a Covid Hospital in Kalaburagi in Karnataka. I… https://t.co/FQBadcNvds,Thane,Thane,2020-07-19,10,9,negative
1284792323809832963,Already a lot are in grief and pain and still mourning to their loved one's who were affected with #coronavirus… https://t.co/JALxg9udei,koratla,Jagtial,2020-07-19,10,8,negative
1284792047761625088,In this COVID-19 many are suffering from financial crisis . Instead of waiving off fees and cancelling exams UGC de… https://t.co/QeftWPijUJ,Andhra Pradesh,Madhubani,2020-07-19,10,7,negative
1284791988202598401,"@NBirenSingh Sir sharing this picture from khoidum pat where we have been helping mango farmer connect market, even… https://t.co/dZNHaL5AqA",Manipur,Jajapur,2020-07-19,10,7,positive
1284791724171161600,"The 1st case of Covid-19 first was identified in Snohomish County, Washington. This all happened just a few short m… https://t.co/n8BWaKUnc3",Chennai,Chennai,2020-07-19,10,6,neutral
1284791674061778944,"DEAR FRIENDS TO FIGHT AGAINST COVID 19 PANDEMIC, CORONA VIRUS INFECTION DISEASE PLEASE OBSERVE SOCIAL DISTANCE. USE… https://t.co/WIM3ULXnOS",Asika,Ganjam,2020-07-19,10,6,positive
1284791458709401602,This decision of UGC is creating mental stress and depressing state amongst students who are already disturbed of t… https://t.co/KxEhF2XhTL,Hyderabad,Hyderabad,2020-07-19,10,5,negative
1284791167159173120,@BJP4India @BJP4Maharashtra @Dev_Fadnavis @PMOIndia @narendramodi @NarendraMehtal @AmitShah… https://t.co/y51jIF65Ly,Mira Road,Thane,2020-07-19,10,4,neutral
1284790964846911490,https://t.co/HUlc5dKnGH   DM FOR PRICES #hijab12 #hijawear #hijabi #hijabinspirations #hijaboftheday #roposo… https://t.co/UThBKlQLdg,Lucknow,Lucknow,2020-07-19,10,3,neutral
1284790924162134016,. #Manobala #lockdown look https://t.co/b7bsYmMlNy,Nagercoil,Kanyakumari,2020-07-19,10,3,neutral
1284790915824066560,"Someone needs to inform callous #CoronarendraModi
that forcing millions of poor Indians including kids &amp; the old/ s… https://t.co/dfoNzI3SaC",Agra,Agra,2020-07-19,10,3,negative
1284790743249240064,"@cpcybd 
@dcpbalnagar_cyb 

I told u yesterday n I was proved r8 2day. Nt a single Alwal Police guy 2 maintain safe… https://t.co/pO5IKjBINi",Old Alwal,Medchal–Malkajgiri,2020-07-19,10,2,positive
1284790468744589313,"We want our safety, once covid infect any one it would be suffering situation for entire family. In current scenari… https://t.co/ktoHISwAIN",Andhra Pradesh,Madhubani,2020-07-19,10,1,neutral
1284790097796374528,#TestingBadhaoTelanganaBachao  day by day cases in Hyderabad are increasing so many people are scared to live in Hy… https://t.co/Lmw2SXnitT,Hayathnagar,Rangareddy,2020-07-19,10,0,negative
1284789974894645248,"@PMOIndia Dear PM, Please stop the Lockdown permanently, we are suffering Financially, people are dying more of hunger, than the COVID-19",Bengaluru,Bangalore,2020-07-19,9,59,negative
1284789923136991233,The @ugc_india is thinking our India should come on first place in covid 19 pandemic that's why they are deciding… https://t.co/ayY2x2uQhi,Andhra Pradesh,Madhubani,2020-07-19,9,59,neutral
1284789813690765312,If the students are affected who will bear the huge cost of treatment of COVID-19  ? #ExamsInCovidASuicide… https://t.co/qq30qwmwh4,Andhra Pradesh,Madhubani,2020-07-19,9,58,negative
1284789637882548224,@SwachhBharatGov @MunCorpGurugram @SwachhBharatGov @MunCorpGurugram  Regular  Sanitization Drive Be Ensured In Resi… https://t.co/TLIEmxKkjQ,Gurgaon,Gurugram,2020-07-19,9,58,neutral
1284789359619653632,DM FOR PRICES #hijab12 #hijawear #hijabi #hijabinspirations #hijaboftheday  #trending #lockdown #delhi #photography… https://t.co/cfma4ku1MZ,Lucknow,Lucknow,2020-07-19,9,57,neutral
1284789158838325249,"If the students are affected who will bear the huge cost of treatment of COVID-19  ? 
#ExamsInCovidASuicide… https://t.co/ma8b0fpqan",Andhra Pradesh,Madhubani,2020-07-19,9,56,negative
1284789154379755520,@Praveen38651118 @VishalRC007 Covid-19 is the biggest challenge for Mankind &amp; Healthcare So Stay Safe At 🏡 Along Wi… https://t.co/7cPSeRCotN,Debagarh,Debagarh,2020-07-19,9,56,positive
1284789060557365248,@sja_thedude @VishalRC007 @BeingSalmanKhan Covid-19 is the biggest challenge for Mankind &amp; Healthcare So Stay Safe… https://t.co/tYY9fKQbtw,Debagarh,Debagarh,2020-07-19,9,55,positive
1284788847939710976,"#LOCKDOWN Totaly failure step by government
*Small businesses are in crisis
*Poor pepoles can't find daily food😢
*M… https://t.co/Nu3QGxKu6L",Umarkote,Nabarangapur,2020-07-19,9,55,negative
1284788818990620674,https://t.co/HUlc5dKnGH   DM FOR PRICES #hijab12 #hijawear #hijabi #hijabinspirations #hijaboftheday #roposo… https://t.co/tnpe7UKRL3,Lucknow,Lucknow,2020-07-19,9,54,neutral
1284788808404197376,Covid 19 latest https://t.co/fKwchbAy5t,New Delhi,New Delhi,2020-07-19,9,54,neutral
1284788780310773760,"Corona virus given, gave n giving many #heartbreaking issues 😭

#COVID #coronavirus",Nagarjuna Sagar,Sagar,2020-07-19,9,54,negative
1284788626895835141,"The uptick from April to May to June, as we have moved from lockdown to unlock, has been
very good in rural areas a… https://t.co/9zoT0TS6sU",Greater Noida,Gautam Buddha Nagar,2020-07-19,9,54,positive
1284788476634775552,"@DmMeerut @MP_Meerut @isomendratomar Hi Sir, I am a resident of Supertech Palm Green Meerut. Facing such crisis her… https://t.co/yVHgiYMpuG",Meerut,Meerut,2020-07-19,9,53,negative
1284788188158889985,@bellaryvartha @AnandSinghBS @sriramulubjp @CMofKarnataka @Ballari_DIC @BallariSp @KarnatakaVarthe @rsprasad… https://t.co/Z7zoJuGBYo,Bellary,Karnataka,2020-07-19,9,52,neutral
1284788145628692482,"🚨 COVID-19 plasma therapy resources for India

If anyone is looking to connect with a #COVID19 recovered… https://t.co/HAFiacIp9N",Rajendra Nagar,Patna,2020-07-19,9,52,neutral
1284788140935270402,"@CMofKarnataka Dear CM,  Please NO more Lockdowns, at state level and National level, Financially we are suffering… https://t.co/gD3NwJfWru",Bengaluru,Bangalore,2020-07-19,9,52,negative
1284788097318711296,India isn't prepared to battle a Covid bomb as there is shortage of beds also. Conducting exams for students Is lik… https://t.co/EifczGblvU,Andhra Pradesh,Madhubani,2020-07-19,9,52,negative
1284788064259203074,"Invigilators Of Exams In Covid 
#ExamsInCovidASuicide https://t.co/4ouvtvG0IR",New Delhi,New Delhi,2020-07-19,9,51,neutral
1284787962522136576,"Why #SriLanka lost, #India gained in #merchant #ships crew change during #COVID crisis? | By @PrasharSdp |… https://t.co/jBwpjGbwnm",New Delhi,New Delhi,2020-07-19,9,51,negative
1284787940816646147,@mygovindia @santoshgangwar @narendramodi @PMOIndia @PIB_India @MIB_India Private Med colleges &amp; hospitals charge a… https://t.co/viKrBC24H3,Bengaluru,Bangalore,2020-07-19,9,51,neutral
1284787722964492300,"Cloud is a $3–4 bn opportunity in India &amp; Covid is going to expand it more: Karan Bajwa, head of Google Cloud India

https://t.co/i9I95WogAj",Bengaluru South,Bangalore,2020-07-19,9,50,positive
1284787720103968770,"A home isolation is millionth time better than this, at least one get some care and medication.This poor management… https://t.co/O0YqdzGjri",Bargarh,Bargarh,2020-07-19,9,50,negative
1284787552424038401,@w_karve sir now you can order sweets also (your evening walk destination before lockdown ☺️)🙏 https://t.co/1k1RPqJ4NM,Barabanki,Barabanki,2020-07-19,9,49,positive
1284787456001232899,Do education minister Suresh Kumar collect money from private medical colleges and hospitals who charged COVID 19 p… https://t.co/YcKLr3O3mQ,Bengaluru,Bangalore,2020-07-19,9,49,negative
1284787431477141504,#India records high number of crew changes on #merchant #ships amidst #COVID crisis | By @PrasharSdp | #Cargo… https://t.co/rmNdD62rgU,New Delhi,New Delhi,2020-07-19,9,49,negative
1284786787273998341,"Sir @himantabiswa ,as a well wisher of Govt. I am highlighting few points WRT yesterday's #Unlock notification:
I)… https://t.co/GW7niaBB52",Guwahati,Kamrup Metropolitan,2020-07-19,9,46,negative
1284786483488907266,"But,  there is no way to know because,  as for now we couldn't figure out,  where to get second testing done for my… https://t.co/DCYhJ3umzZ",Purba Muzaffarpur,Ludhiana,2020-07-19,9,45,negative
1284786070744334341,"In every walk in with nature one receives far more than he seeks. ...
😘😘😘 #Manali 
#Coronavirus  #lockdown @ Heaven… https://t.co/GILi9pLlvv",Kullu and Manali,Kullu,2020-07-19,9,44,positive
1284785981921521665,"Is putting the city under lockdown enough to protect us?
#TestingBadhaoBiharBachao",Patna,Patna,2020-07-19,9,43,negative
1284785818805006336,"Thalaivan Dharisanam after lockdown will be ......😌💯🔥

#DhanushBDayCommonDP #JagameThandhiram @dhanushkraja",Erode,Erode,2020-07-19,9,43,negative
1284785754413993984,"@SushantJadhav34 Dear Pax, after landing at Kolhapur Airport, you will go to DY Patil Hospital in KMC bus for Swab… https://t.co/7IPE4iu4fU",Kolhapur,Kolhapur,2020-07-19,9,42,negative
1284785745031360512,In this COVID-19 many are suffering from financial crisis . Instead of waiving off fees and cancelling exams UGC de… https://t.co/aWSbE6IwiG,Andhra Pradesh,Madhubani,2020-07-19,9,42,negative
1284785455947374592,@bellaryvartha @AnandSinghBS @sriramulubjp @CMofKarnataka @Ballari_DIC @BallariSp @KarnatakaVarthe Appreciated in s… https://t.co/4T51fky9PT,Bellary,Karnataka,2020-07-19,9,41,positive
1284785451442647040,Can only checking vitals and giving food be the treatment of a corona patient? Don't they need a doctor or medicine… https://t.co/AfMvBDYmK9,Bargarh,Bargarh,2020-07-19,9,41,positive
1284785269904830464,India is having daily 20k Covid-19 cases and presently 3rd worst hit Country in world. Without thinking about the c… https://t.co/xTk0e5yFaA,Andhra Pradesh,Madhubani,2020-07-19,9,40,negative
1284784878261686272,"@NitishKumar covid patient situation are very critical but patna dm, health minister mr. Mangal pandey  are not hel… https://t.co/fgolKLUTEX",New Delhi,New Delhi,2020-07-19,9,39,negative
1284784783931760640,The govt is overlooking the fact that we are 3rd worst affected country. It wants to go ahead with conduction of ex… https://t.co/TkpoxDCWzf,Andhra Pradesh,Madhubani,2020-07-19,9,38,negative
1284784539047321601,@drmonika_langeh @iSinghApurva @iSanjuktaP @chitranayal09 @Rita_2110 @Chatterj1Asking @IshitaYadav @nto1927 I am ha… https://t.co/xHtYwGyFtF,Patna,Patna,2020-07-19,9,37,negative
1284784391076470785,"If anyone students dies of Covid-19 then who will take responsibility of his/her death.
#ExamsInCovidASuicide… https://t.co/II3dYOJ89u",Hyderabad,Hyderabad,2020-07-19,9,37,negative
1284784293282066433,The best way to engage during lockdown !! https://t.co/he6QOawMHk,Bengaluru South,Bangalore,2020-07-19,9,37,positive
1284784189087178752,"India Daily Covid-19 tests done in the last one week:

July 18: 3,58,127
July 17: 3,61,024 
July 16: 3,33,228
July… https://t.co/jLp5efPYZJ",Patna,Patna,2020-07-19,9,36,neutral
1284784113950441473,"Covid-19 is a national disaster, in view of which the University Grants Commission should have cancelled final year… https://t.co/hWqs22nig7",Mangalore,Dakshina Kannada,2020-07-19,9,36,negative
1284784016973893632,@naomi2009 @team_greenhalgh @RobertJenrick @pritipatel @MrMasonMills @_SaveOurStatues I am Christian too &amp; Where do… https://t.co/16RiRpKfjR,Jamshedpur,Purbi Singhbhum,2020-07-19,9,35,neutral
1284783941073793026,@mrmanojrai @naomi2009 @team_greenhalgh @RobertJenrick @pritipatel @MrMasonMills @_SaveOurStatues I am Christian to… https://t.co/dmLDz6dgiy,Jamshedpur,Purbi Singhbhum,2020-07-19,9,35,neutral
1284783938485972993,"Replug: Friday, July, 17, 2020 

COVID19-hit #Delhi in for #rain pain 
https://t.co/umdoELm4ty

#COVID19… https://t.co/8JyaKkqT7y",New Delhi,Central Delhi,2020-07-19,9,35,negative
1284783849499529216,"Akshay Kumar Is Most Viewed Bollywood Actor On Indian Television During The Lockdown ❤️🤙🏻
@akshaykumar #AkshayKumar https://t.co/uz2oYpWUm2",Gorakhpur,Gorakhpur,2020-07-19,9,35,positive
1284783186287812609,Students are not a testing kit. Covid-19 cases are increasing day by day and government is thinking to experiment o… https://t.co/akKmghXP0u,Andhra Pradesh,Madhubani,2020-07-19,9,32,neutral
1284783182634598593,Terrifying prediction: The rise and rise of covid - Bangalore Mirror https://t.co/cF4u4qt6Hp,Bengaluru South,Bangalore,2020-07-19,9,32,negative
1284783049637367808,".@RahulGandhi says the BJP lied on #COVID_19 by ‘restricting testing and misreporting deaths’, the GDP by using a ‘… https://t.co/rVKfzKRD3J",Ahmadabad City,Ahmedabad,2020-07-19,9,32,negative
1284782571780362241,I am happy to take the pledge to fight against #COVID19 Stigma &amp; discrimination. I encourage my friends to be part… https://t.co/D8uvbd3blT,Ahmadabad City,Ahmedabad,2020-07-19,9,30,positive
1284782332948254720,"If anyone students dies of Covid-19 then who will take responsibility of his/her death.
#ExamsInCovidASuicide… https://t.co/aNppv0WrDj",Andhra Pradesh,Madhubani,2020-07-19,9,29,negative
1284782246474379264,Constructions will be in full swing. Sale purchase of properties. N blve me DLF is big. Biscuits even in lockdown w… https://t.co/ncz0Z0fsX1,New Delhi,New Delhi,2020-07-19,9,28,neutral
1284782237314146306,"Yesterday gmc ngp denied me covid test,rather by sending me back. if this is the situation how can we control our f… https://t.co/JN3JOSGaln",Nagpur,Nagpur,2020-07-19,9,28,negative
1284781876348022785,"@UIDAI @Aadhaar_Care 
Dear Sir/Madem,
I want to tell you that this man's Aadhaar card has become inactive and this… https://t.co/DkMRo9J9gN",Kalyan Dombivali,Thane,2020-07-19,9,27,positive
1284781873961603072,"We are coming live with the details of ""LOCKDOWN SUPER KIDS""...Be with us #kidsshow #participateandwin #supertalent… https://t.co/s9liVgLJNq",Kolkata,Kolkata,2020-07-19,9,27,positive
1284781618775724032,@mahek65675942 @DsouzaVijesh @HarshTa97118559 @mumbai_2 @MMRDAOfficial If they use lockdown as an excuse now.. what… https://t.co/sO6D9ELw0z,Mumbai,Mumbai,2020-07-19,9,26,negative
1284781618582876160,We don't have any vaccine for Covid-19 in India. It is expected to come next year. So how negligent UGC can be for… https://t.co/ECAmx8XSxv,Andhra Pradesh,Madhubani,2020-07-19,9,26,neutral
1284781583367409664,"#Bihar is becoming a covid positive hotspot. Despite lowest testing rate in the country,  Bihar is among the states… https://t.co/q3DpAG5dpE",Patna,Patna,2020-07-19,9,26,positive
1284781247223365632,"Illiterate people, are u protecting your self by limbu and marchi. Do wear this mask to protect you and yours famil… https://t.co/o9Cjcdv9kT",Mumbai,Mumbai,2020-07-19,9,24,negative
1284780963218591744,"In light of the surge in Covid 19 cases, The Owaisi Group of Hospitals has additionally equipped its hospitals with… https://t.co/AYwXYe1Q04",Hyderabad,Hyderabad,2020-07-19,9,23,neutral
1284780740299743232,"Bihar demands more tests. Merely lockdowns can't save Bihar,increase testing now!My state is bcoming a covid positi… https://t.co/hJi2pI8T5W",Gurgaon,Gurugram,2020-07-19,9,22,negative
1284780648876527616,Covid cases are increasing rapidly and places are being called as redzones...And examinations were conducting...So… https://t.co/5jw9P90PQj,Nalgonda,Nalgonda,2020-07-19,9,22,neutral
1284780635899465728,"Love care wins anything 👍👌***
The Indian Express: Malappuram model of humanity: The story behind Kerala’s first pla… https://t.co/Mv42d5GbIz",Egmore Nungambakkam,Chennai,2020-07-19,9,22,positive
1284780591469096960,Covid + patient dies in Bhagalpur and no ambulance reaches for 5 hours. This is the condition of 3rd biggest town o… https://t.co/St6kznMhXd,Patna,Patna,2020-07-19,9,22,negative
1284780237637574656,"We all are aware of continuously increasing COVID-19 cases day by day. In such a scenario, who will take the respon… https://t.co/ZZLHjXHTdJ",Nalgonda,Nalgonda,2020-07-19,9,20,neutral
1284780047568519168,@ArogyaAndhra our contribution to covid cases is nearly 10% of nations positive cases and deaths. @AndhraPradeshCM… https://t.co/dXjtxk35PR,Vijayawada,Krishna,2020-07-19,9,20,positive
1284780040517857280,"#Bihar is becoming a covid positive hotspot. Despite lowest testing rate in the country,  Bihar is among the states… https://t.co/pQRIsMM4oB",Darbhanga,Darbhanga,2020-07-19,9,20,positive
1284779701890715651,"Hello, Kapil sir, after the Kapil Sharma show had a lockdown open, this time you call India opener Rohit Sharma on… https://t.co/oGSBHLSKOe",Jaipur,Jaipur,2020-07-19,9,18,neutral
1284779402581037057,"A Covid patient died outside a medical shop in Sivan, which is ironically the constituency of Bihar's Health Minist… https://t.co/7r13sBy5Zv",Bihar,Nalanda,2020-07-19,9,17,negative
