tweetid,content,place,district,date,problem,sentiment
1.2796381050086236e+18,If u have symptoms for long time kindly do a #covid-19 test. Curing at the earliest is only way to contain the dise… https://t.co/rKJYCrDbVT,Tamil Nadu,Agra,2020-07-05,,neutral
1.2796380078557143e+18,If you screen shot I will send right now . @nsitharaman please wake up what are doing sleeping or pretend sleeping… https://t.co/EazWEcGFKK,Bengaluru South,Bangalore,2020-07-05,,positive
1.2796374786016788e+18,"Sunday lockdown does not have any impact in Prakruthi Township. Business as usual , construction activity , tractor… https://t.co/acRo4V97vt",Bengaluru South,Bangalore,2020-07-05,['Economic'],negative
1.2796374418176328e+18,@AprajitaSarangi @narendramodi @AmitShah This is mischievous &amp; done with dubious intention to hinder her juggernaut… https://t.co/GFP1EOuDM3,Bhubaneshwar,Khordha,2020-07-05,['Transpotation'],negative
1.2796370132604273e+18,"India reports 24,850 new cases of coronavirus and 613 new deaths, its largest single-day increase by far.

Total of… https://t.co/S7tErgVtRw",Egmore Nungambakkam,Chennai,2020-07-05,['Others'],negative
1.2796370101985894e+18,Isn’t this too late in the day? Wasn’t the #lockdown period the right time to get our house in order for something… https://t.co/LZpXKaYIly,Mumbai,Mumbai,2020-07-05,['Others'],negative
1.2796367789833871e+18,@ArvindKejriwal the bills have been doubled without any basis. We want to pay for electricity we consume to ensure… https://t.co/4LqYfgbdfD,New Delhi,New Delhi,2020-07-05,,neutral
1.279636754631254e+18,This type of people with sick mentality are responsible for the increasing number  covid positives. By touching oth… https://t.co/wokDqRWvI8,Cuttack,Cuttack,2020-07-05,,positive
1.2796349771690844e+18,"In Highest Single-day Spike, Nearly 23k Test Positive for Covid; Death Toll Rises to 18,655 - News18 https://t.co/qx8ZVmsBp8 via @GoogleNews",Eloor,Ernakulam,2020-07-05,,neutral
1.2796340526942126e+18,"@sonaliranade From what army has said it seems that Modi visited soldiers, in an make shift isolation COVID ward, r… https://t.co/HDd18KU206",Ujjain,Ujjain,2020-07-05,,positive
1.279633127531524e+18,"Happy Guru Poornima
#Lockdown #StayHome #StaySafe #StayHappy #StayPositive @ Home Sweet Home ❤ https://t.co/mwAkPMK5hF",Mumbai,Mumbai,2020-07-05,,positive
1.2796323964473876e+18,"Concerning the recent protest in Medical College Kolkata against making Medical Colleges Covid-Exclusive, and hampe… https://t.co/Ri87cZ4Upc",Jaipur,Jaipur,2020-07-05,,neutral
1.279632201638797e+18,"BRK: Delhi Lt governor @LtGovDelhi Delhi and @ITBP_official DG SS Deswal visit the 10,000-bedded Sardar Patel Covid… https://t.co/USMhOMkO1V",New Delhi,Central Delhi,2020-07-05,,neutral
1.2796313845422323e+18,The obstinate decision of WB Gov to convert Medical College Kolkata into Covid EXCLUSIVE is against both students &amp;… https://t.co/NjhO3AhYWU,Haldia,Purba Medinipur,2020-07-05,,neutral
1.279631033143419e+18,"The #COVID19Pandemic Case ratio in Guwahati as compared to Delhi is 18.75: 81.25

While there is no lockdown in Del… https://t.co/untYP66iGP",Guwahati,Kamrup Metropolitan,2020-07-05,,neutral
1.2796304138083656e+18,"It seems like because I had purchased extended warranty from @cromaretail , and I will not be adding any extra reve… https://t.co/FlwW93BuKf",Mumbai,Mumbai,2020-07-05,['Daily Services'],negative
1.2796299628199772e+18,"Our doctors,nurses&amp;paramedic staff will take care of this COVID19 care facility. ITBP has experience of several mon… https://t.co/WzZXw9VWO2",Srikakulam,Srikakulam,2020-07-05,,positive
1.2796297358997176e+18,@ArvindKejriwal Mr CM you were tested during covid pandemic times &amp; failed utterly u know Why ?bcoz you were guided… https://t.co/v9RmVZfnk7,Raipur,Raipur,2020-07-05,['Others'],negative
1.2796295765875016e+18,@ChetanDNaik Skills demonstrated in lockdown: Positivity - Passion - Photography . This is the need of the hour!,Mumbai,Mumbai,2020-07-05,,positive
1.2796293172494377e+18,"I fail to understand this logic,out of the 15000 beds in covid centers,4300 beds are lying unoccupied, cases in Mum… https://t.co/sgCnqdiVSg",Mumbai,Mumbai,2020-07-05,['Others'],negative
1.27962869254989e+18,Hi Anand ( @anandmahindra ). There are reports that #TechMahindra #Noida office have #Covid positive cases and the… https://t.co/KZ8qNzHVmK,Jamshedpur,Purbi Singhbhum,2020-07-05,,neutral
1.279628443127124e+18,"The Samaja, 5.7.2020
Sambalpur District is SHUT DOWN on Sunday as the COVID positive cases increases everyday. 
VSS… https://t.co/lWb9JWCqTZ",Sambalpur,Sambalpur,2020-07-05,['Others'],negative
1.2796277544436244e+18,@PizzaHutIN I have gift voucher worth 1000. In this current situation of COVID-19 pandemic. You should give option… https://t.co/Q5m1lLtnyE,Gurgaon,Gurugram,2020-07-05,['Economic'],negative
1.2796277352544625e+18,"@KDMCOfficial Sir, I stay in Dombivli. I am employed in servicing of essential construction equipments which are al… https://t.co/M3Vs7fX39G",Navi Mumbai,Thane,2020-07-05,,positive
1.2796274107411456e+18,"Todays Kids are Real Eye Opener,

#HealthInsurance #MedicalExpenses #insurance #InsuranceAdvisor #Hospital #Trendy… https://t.co/MEoO1NGudg",Mumbai,Mumbai,2020-07-05,,positive
1.279626611935961e+18,@1992maxpower @FinMinIndia @nsitharaman @nsitharamanoffc Yes it seems like this .. Being a bankers under this govt… https://t.co/ROmMsVQXZb,Balangir,Balangir,2020-07-05,['Others'],negative
1.279626280564998e+18,August 15 deadline for Covid-19 vaccine has dented ICMR’s credibility: Experts - india news - Hindustan Times https://t.co/7LxWN2qUwD,Mumbai,Mumbai,2020-07-05,['Daily Services'],negative
1.279625847473832e+18,"11.3 million Covid-19 positive cases worldwide. In the next 3-4 hours, India's no. of cases will overtake Russia's,… https://t.co/qMNqNaYuFI",Mumbai,Mumbai,2020-07-05,['Others'],negative
1.2796251518316626e+18,@globaltimesnews Now you can see from this india can do everything thing to protect everyone for their country dont… https://t.co/u5B8H7kvVk,New Delhi,New Delhi,2020-07-05,,neutral
1.279625139928232e+18,"After a long time becoz of lockdown 
Enjoying #SundayMorning #BlackPanthers #mirzafaiz https://t.co/sk8op7EygF",Dhanbad,Dhanbad,2020-07-05,,positive
1.2796249228394127e+18,"@CNNnews18 @sagargupta281 See around you how people are openly flouting the norms of Covid guidelines , why it's ev… https://t.co/MT9B68qjTm",Bengaluru South,Bangalore,2020-07-05,,neutral
1.2796248568042865e+18,COVID-19 Testing Update . For more details visit: https://t.co/kCO4HOtrZK #ICMRFIGHTSCOVID19 #IndiaFightsCOVID19… https://t.co/915cMQcYSC,Kanpur,Kanpur Nagar,2020-07-05,,neutral
1.279624802953687e+18,"@bsesdelhi @ArvindKejriwal @CMODelhi 
Dear Sir, during lockdown till May the electricity bill was expected as per y… https://t.co/Bojq9a225m",New Delhi,New Delhi,2020-07-05,,neutral
1.2796246679515955e+18,"@deepolice12 Sir, Image is from 80ft Road Banaswadi where a tea shop is open during lockdown. People are crowded wi… https://t.co/2oPx2d81qx",Bengaluru,Bangalore,2020-07-05,['Transpotation'],negative
1.2796237627536302e+18,@flysrilankan @makemytrip April 20th was my flight BLR to CMB. Cancelled 5 days before departure as both India n Sr… https://t.co/Xu8GjkOQYi,Bengaluru South,Bangalore,2020-07-05,,neutral
1.2796237326553047e+18,no lockdown in Hyderabad #GHMC #Telangana #Hyderabad https://t.co/d7ZifGW8vo,Andhra Pradesh,Madhubani,2020-07-05,,neutral
1.279623579248685e+18,@BeerBicepsGuy you are just awesome... Watching your podcats in this lockdown have gained me some knowledge.. They… https://t.co/WAoXn9zKjR,New Delhi,New Delhi,2020-07-05,,positive
1.279623442820739e+18,"@CMOMaharashtra @Adani_Elec_Mum 
First solve the issue of wrong billing, then ask for due payment. Till that time n… https://t.co/fjNoJ9nX1z",Mumbai,Mumbai,2020-07-05,['Others'],negative
1.2796233987341967e+18,"Pray for #Ghana. Things aren't looking well!

#COVID-19",Tezpur Rural,Sonitpur,2020-07-05,['Daily Services'],negative
1.2796232722549596e+18,PMCare fund  Vs Covid Care - an inhuman  scam https://t.co/CMiXRhosjV,Bengaluru South,Bangalore,2020-07-05,['Economic'],negative
1.279623233436672e+18,"@otvkhabar Showing these video means what
Why are you not covering up Jindal steel angul where covid 19 cases incre… https://t.co/jXE3uXqeC0",Bhubaneshwar,Khordha,2020-07-05,['Daily Services'],negative
1.2796226141940408e+18,@rsprasad @PMOIndia All the news channels particularly India Today covering Delhi status of Covid cases. Non talkin… https://t.co/nLXssFhdqJ,Navi Mumbai,Thane,2020-07-05,['Others'],negative
1.2796224606319944e+18,@flysrilankan @makemytrip Nearly 4 months since flight canceled due to Covid-19. Srilankan Airlines confirmed cance… https://t.co/6szI3A7GtL,Bengaluru South,Bangalore,2020-07-05,['Daily Services'],negative
1.2796224063283364e+18,@hydcitypolice Sir any Covid winners in police department ready to donate plasma for the needy??,Hyderabad,Hyderabad,2020-07-05,,neutral
1.2796223507244603e+18,"COVID-19 testing: How antibody, antigen, RT-PCR, TrueNat tests differ, their strengths and limitations https://t.co/Nl7QwbJxJ3",Daskroi,Ahmedabad,2020-07-05,,neutral
1.279621783298044e+18,"As we observed our people are not obeying the rule of Lockdown, so don't loss money for their treatment. same money… https://t.co/BbRwGjptwP",Bhubaneshwar,Khordha,2020-07-05,['Economic'],negative
1.2796213017040325e+18,Punjab's Education Minister Vijay Inder Singla tweeted last month asking students to submit an essay with regards t… https://t.co/Xf9ZI1QUfs,Ludhiana,Ludhiana,2020-07-05,,neutral
1.27962111890765e+18,@bmshirsat @uddhavthackeray @AUThackeray @mybmc @Dev_Fadnavis @ShelarAshish @MCGM_BMC @mayor_mumbai In the time of… https://t.co/j6S20GfNhY,Mumbai,Mumbai,2020-07-05,,neutral
1.2796208535257047e+18,The reason for such stiff deadlines is so that our supreme commander can declare a victory against covid on Indepen… https://t.co/gfWO2GvnKi,New Delhi,New Delhi,2020-07-05,,positive
1.279620782314754e+18,"#Sunday #Curfew in #Bengaluru. No public transport, only essential services open #Violators vehicles will be seized… https://t.co/H4iYMBYXd0",Bengaluru,Bangalore,2020-07-05,['Transpotation'],negative
1.2796202324667228e+18,The obstinate decision of WB Gov to convert Medical College Kolkata into Covid EXCLUSIVE is against both students &amp;… https://t.co/Xq9aehvQ76,Kolkata,Kolkata,2020-07-05,,neutral
1.2796196750312448e+18,"Dress vibes🧡🌠🌻🌿💫🦋

📸Self timer By Candy😅📷 canonindia_official .
.
.
#covid_19
#smile😊
#selfcare #selfisolation… https://t.co/vDcIQX0GaB",Pune,Pune,2020-07-05,,positive
1.279619661579948e+18,"India Today: Effective Covid vaccine may take 2.5 years: WHO special envoy Dr David Nabarro.
https://t.co/UpdilXRtdx

via @GoogleNews",Coimbatore,Coimbatore,2020-07-05,,neutral
1.2796192391759954e+18,"Comfort is a drug. Once you get to used it., it’s become addicting..... #sundayvibes #Ronaldo #GuruPurnima2020 #Covid_19 #القبض_على_جستر",Indore,Indore,2020-07-05,,neutral
1.2796190118403604e+18,"For all those who wish to visit Hyderabad's iconic Golconda Fort &amp; Charminar. One can visit from Monday 6th July, 2… https://t.co/En4TXWeQG3",Hyderabad,Hyderabad,2020-07-05,,neutral
1.2796187578207314e+18,Spraying disinfectant in streets has psychological effects rather logical/scientific in #coronavirus #COVID__19 tim… https://t.co/s0gCJSasWY,New Delhi,New Delhi,2020-07-05,,neutral
1.279618542095106e+18,Why can’t we start converting wedding halls to #Covid treatment centres in collaboration with hospitals? There are… https://t.co/cJdaJNw37F,Bengaluru South,Bangalore,2020-07-05,['Others'],negative
1.2796174722288108e+18,One of my favourite Mirchi &amp; Mime restaurants in #Powai which was operated by #speciallyabled people. It’s Sad that… https://t.co/fc7v54JvWo,Mumbai,Mumbai,2020-07-05,['Food Shortage'],negative
1.2796164141694894e+18,"@rohit_chahal Adding here, oil prices hikes due to Current COVID 19 Situation and the disturbance in the region fro… https://t.co/caPBAyVQhN",Chandigarh,Ward 15,2020-07-05,['Others'],negative
1.2796139981205545e+18,Complete lockdown in Chennai extends into Twitter also😀 😀😀.    No tweets from anyone.  @sumanthraman @vijaythehindu… https://t.co/h4M4zpKFew,Egmore Nungambakkam,Chennai,2020-07-05,,positive
1.2796136625970094e+18,@AviPDas @IHavNothin2Say Underground ho jao. How to survive in lockdown pe tips chahiye to reach out -  ab hum expert ho gaye hain 🙄,Navi Mumbai,Thane,2020-07-05,['Transpotation'],negative
1.2796125312212664e+18,"@sarmah_bedanta Lockdown should not be relaxed,instead ,it should be more strict.",Guwahati,Kamrup Metropolitan,2020-07-05,['Daily Services'],negative
1.279611916231508e+18,"Fortunate enough that I born at a place like this.

Missing this in this lockdown time.

#homelandLove https://t.co/NYefTlwxzM",Rajgarh,Rajgarh,2020-07-05,['Others'],negative
1.2796114349014958e+18,"Partial #lockdown Day 45 (#saturday, 4 #july2020)

I baked the Ginger &amp; 🍊 Marmalade 🍰 for the 3rd time. To gift to… https://t.co/SNkftxp5dA",Noida,Gautam Buddha Nagar,2020-07-05,,positive
1.2796110336533586e+18,The real estate sector in India badly hit by lockdown .. (Source: ET) | #RealEstate #India | https://t.co/9XehhezcZw,Mumbai,Mumbai,2020-07-05,['Others'],negative
1.2796096963582894e+18,"@DhaorAshni Today's Politician have LOST their minds , they judge everything in their life with Political Goals &amp; A… https://t.co/k8b8rMQX0I",Noida,Gautam Buddha Nagar,2020-07-05,['Transpotation'],negative
1.279609504183681e+18,@aajtak @drdineshbjp @chitraaum Hello aajtak team news regarding corona virus no news your site. Covid news more im… https://t.co/4cfbyagLq1,Bidhan Nagar,Kolkata,2020-07-05,['Daily Services'],negative
1.2796089406034698e+18,I'm imagining prison is a hundred times what I'm going through stuck at home during #covid... wishing for… https://t.co/RjorCHmBiC,New Delhi,New Delhi,2020-07-05,['Transpotation'],negative
1.2796088456529428e+18,"Could u hear the sound?! #birds #chirpping #Annanagar #mornings #chennai #lockdown #corona @ Anna Nagar, Tamil Nadu… https://t.co/uvqo6UR3QY",Perambur Purasavakam,Chennai,2020-07-05,,neutral
1.2796088212167188e+18,"*Supravat*
India set to overtake Russia as third worst-hit by Covid-19 https://t.co/TsTv09Y2u7",Cuttack,Cuttack,2020-07-05,['Daily Services'],negative
1.2796081369412362e+18,"Partial #lockdown Day 44 (Friday, 3 #july2020)
30 Surya namaskar were marginally easier. I was slightly less tired.… https://t.co/66jz7QEdD6",Noida,Gautam Buddha Nagar,2020-07-05,['Others'],negative
1.279607873052373e+18,"Covid, Courts, Creativity, Country: A Miscellany :  A must read by @DrAMSinghvi. First person account of surviving… https://t.co/eSNuqJDWrp",Noida,Gautam Buddha Nagar,2020-07-05,,neutral
1.2796076597971763e+18,#Hyderabad in #Danger zone? #COVID__19 #corona #hyderabadredzone https://t.co/yeNKsZ3SvY,Hyderabad,Hyderabad,2020-07-05,,neutral
1.2796058348513403e+18,ICMR aims to launch indigenous Covid-19 vaccine by August 15 https://t.co/rKR4H2wqTo via @ETHealthWorld,Mumbai,Mumbai,2020-07-05,,neutral
1.279605756765991e+18,Return of sports- albeit in empty stadia- has been such a relief in this dreadful situation! The way @ManUtd are pl… https://t.co/8BEoDGNGFH,Haveli,Pune,2020-07-05,['Food Shortage'],negative
1.2796052809808732e+18,"@rashtrapatibhvn @PMOIndia @IamBuggana ,sir we the retired employees in ap ,not get our pensions so far,we the seni… https://t.co/W3btHKDMCK",Chilakaluripet,Guntur,2020-07-05,,neutral
1.2796051519850988e+18,"Partial #lockdown Day 43 (#Thursday, 2 #july2020)

I made a #Change to my #workout routine. Had to incorporate danc… https://t.co/4SJwJdy9sg",Noida,Gautam Buddha Nagar,2020-07-05,,positive
1.279604791073665e+18,"Here lies the rub !!

“In some cities there was a decline in trend, but once the lockdown was lifted people did not… https://t.co/GeP6zT3UFq",Gurgaon,Gurugram,2020-07-05,['Transpotation'],negative
1.279604329989542e+18,@mnsadhikrut Why ? The dominos open during lockdown days. While all shops are close. Its a international company an… https://t.co/PRdPZ5F0Q6,Kalyan Dombivali,Thane,2020-07-05,['Daily Services'],negative
1.2796041906505687e+18,"ICMR Must Decide if it Is India's Council for Medical Research or its Master’s Voice.

Today, no one expects ICMR t… https://t.co/lfWQYpCn7f",Bengaluru,Bangalore,2020-07-05,['Transpotation'],negative
1.279604065157042e+18,"@Ganjam_Admin thank you for all your hard work and efforts towards fighting with covid 19 , your 24 hours of effort… https://t.co/u33cuP29du",Brahmapur,Ganjam,2020-07-05,,positive
1.279602757414957e+18,"Tourists having a hotel booking of not less than five days and equipped with a Covid-negative report,
not older tha… https://t.co/MHO08ew5jY",Himachal Pradesh,Solan,2020-07-05,['Economic'],negative
1.279601941513896e+18,Sunday breakfast table                                                          #home #lockdown #lockdown2020… https://t.co/RPia3lWiIu,Bengaluru South,Bangalore,2020-07-05,,positive
1.2796009889747476e+18,Timely action by @gmc_guwahati to contain the spread of #COVID__19 in Guwahati. Extensive outdoor sanitisation is t… https://t.co/bTg2tqvzNN,Guwahati,Kamrup Metropolitan,2020-07-05,,positive
1.2796001270118113e+18,"Largest Buddhist Stupa in lockdown
.
.
.
.
.
@sanjayjavin @RadhamohanBJP @Champarancnews @officecmbihar… https://t.co/xyGNt1NQTr",Kesariya Stupa,Somnath,2020-07-05,,neutral
1.279599837827281e+18,Still don’t understand partial lockdown like the one in Karnataka. Every Sunday complete curfew. What’s the point ?,Medchal,Medchal–Malkajgiri,2020-07-05,['Others'],negative
1.279598453589336e+18,When you are under lockdown.... and have nothing to do... just chill and hang https://t.co/aJrnfLYRj4,Gurgaon,Gurugram,2020-07-05,['Economic'],negative
1.2795978114581747e+18,"Who are real culprits &amp;destroying the whole efforts of #CoronaWarriors by ignoring science&amp;facts
Not mentioning the… https://t.co/QM3pfyVPgd",New Delhi,New Delhi,2020-07-05,['Others'],negative
1.2795971260964905e+18,"@IndiGo6E Madam, I have 2 pointed questions to @IndiGo6E :
1. If middle seats are still being allocated, why were t… https://t.co/7XOEJdfob5",Pune,Pune,2020-07-05,['Economic'],negative
1.2795946412649595e+18,"Today I am travelling first time out of Pune after lockdown, @IndiGo6E if you are filling up middle seats which is… https://t.co/HjKSbTIepU",Haveli,Pune,2020-07-05,,neutral
1.27959335182669e+18,"According to researchers, up to 40 percent of people infected with the virus that causes COVID-19 may not show symp… https://t.co/I7bOojBnxL",Anekal Bangaluru,Bangalore,2020-07-05,['Economic'],negative
1.2795929161645138e+18,"@narendramodi 
Namaskar sir,
We have to telecast parade and show to our people and world through only TV due to cov… https://t.co/ofkRBwyNUH",Bhubaneshwar,Khordha,2020-07-05,,positive
1.2795919381449196e+18,"@hvgoenka I wrote blogs during the lockdown 
https://t.co/FS0varKlHk",Bengaluru South,Bangalore,2020-07-05,,neutral
1.279591066061029e+18,"Don’t have COVID-19 antibodies? You could still be immune

https://t.co/gt1Fa7QrS9",Aurangabad,Aurangabad,2020-07-05,['Economic'],negative
1.2795909445058683e+18,"#Photo : 

Health Minister of Assam Dr Himanta Biswa Sarma in PPE kit and visits COVID19 Ward ICU at GMCH to enquir… https://t.co/iED8zF5aZF",Guwahati,Kamrup Metropolitan,2020-07-05,,positive
1.2795908357268316e+18,"https://t.co/9DsI2h115Q 

Shared by Indian Express android app. 
Click here to download 
https://t.co/szKWatfhwx",Rajendra Nagar,Patna,2020-07-05,,neutral
1.279589707970605e+18,@kiranshaw Madam. We are living in New India. There are millions of bhakts will volunteer and will claim that they… https://t.co/dkNW8qiaQ2,Sholinganallur,Sholinganallur,2020-07-05,,positive
1.2795894274177147e+18,"Status update for #covid_19  as on 04-Jul-2020

Dynamic Dashboard for #Covid_19  

Click On the Given Link for live… https://t.co/WqnWL3Lhui",Nagpur,Nagpur,2020-07-05,,neutral
1.279588437549441e+18,"@BSYBJP @CMofKarnataka if you are trying to copy POTUS, not imposing lockdown. People curse ans hate him. You are g… https://t.co/YOQYbsnm7I",Bengaluru,Bangalore,2020-07-05,['Economic'],negative
1.2795879006533714e+18,"Napak foreign office has rightly suggested PM Imran to review its China policy, else it may face biggst isolation b… https://t.co/ZpqCjcN7dy",Panchkula,Panchkula,2020-07-05,,neutral
1.2795865436491735e+18,This is despite lockdown as community spread started. But if lockdown was not imposed the spread would have been mu… https://t.co/odp4E3zhwM,Bengaluru,Bangalore,2020-07-05,['Economic'],negative
1.2795844883983196e+18,@PMOIndia @narendramodi Respected Prime Minister of India what about people like me who lost their job during the C… https://t.co/1k4QVMtEPP,Bengaluru,Bangalore,2020-07-05,,neutral
1.2795842754283274e+18,"I Love My Job And Look Forward To Going To My Workplace Daily But These Days, It's Nothing Short Of A Nightmare Bec… https://t.co/TDefjU5euP",New Delhi,New Delhi,2020-07-05,['Daily Services'],negative
1.279580549250789e+18,Happy Birthday🎂🎉 Mere pyare Appi Bhai...... May this  day special and prosperous for you....... Aur ha tere bina lo… https://t.co/72HGrKWFUJ,Raipur Chattisgarh,Raipur,2020-07-05,,positive
1.279575257980924e+18,Seriously don't get the point of this tweet unless to show oneup manship. There is relapse everywhere and same peop… https://t.co/tcKzOnAvR3,Mumbai,Mumbai,2020-07-05,['Others'],negative
1.279572025393234e+18,"With mansoon rains, today morning has become chill n  beautiful ! Fresh cool breezing air makes sunday too pleasant… https://t.co/Q7CT9CnacT",New Delhi,New Delhi,2020-07-05,,positive
1.279548421532078e+18,"@ArogyaAndhra ### this very appreciate..
But even every body part have in good condition. Govt employees not using… https://t.co/2UM4dzVh6a",Guntur,Guntur,2020-07-04,,positive
1.2795453178477773e+18,"They made me to waited from evening 7:30 PM till 2:45 AM, Then @mybmc 1916 staff for Ambulance service executive ar… https://t.co/CkE82qUQCt",Mumbai,Mumbai,2020-07-04,['Daily Services'],negative
1.2795445142610903e+18,@IRCTCofficial I am travelling in.. Purushottam spl train. As we are facing a lot of pain at this pandemic situatio… https://t.co/RP3Vv6YF1a,Kanpur,Kanpur Nagar,2020-07-04,['Food Shortage'],negative
1.2795438335758664e+18,Dear @LilavatiHRC today i had worst experience with your team for collecting body of my friend who was covid positi… https://t.co/Miv0HxVNTB,Mumbai,Mumbai,2020-07-04,['Daily Services'],negative
1.2795435651530383e+18,#India is just around 1000 cases away from moving to 3rd most country in the world with #COVID-19 cases passing by… https://t.co/VkintlxYLV,Chennai,Chennai,2020-07-04,['Others'],negative
1.2795434074513367e+18,@BBMPCOMM sir I got COVID-19 positive I get a call from lab can pls suggest in which govt are Pvt hospital me &amp; and… https://t.co/pXdmeuzYLw,Bengaluru,Bangalore,2020-07-04,,neutral
1.2795433260902932e+18,"@SRKRSajjala
Sir, iam charan kumarreddy from anantapur district tadipatri town. iam having symptoms of covid-19 here the tests are not doing",Tadpatri,Anantapur,2020-07-04,['Daily Services'],negative
1.2795389100963103e+18,"Jio has higher the rate of the recharge pack in this lockdown .
First it was free then 84day pack was 399 then it w… https://t.co/olUjFojLJQ",Durgapur,Paschim Bardhaman,2020-07-04,,positive
1.2795362422086328e+18,@theFinanceDr_ Lockdown me black me.daaru aur cigarettes kharid ta tha,Puri,Puri,2020-07-04,['Economic'],negative
1.279535832680903e+18,@somyalakhani Who knew Delhi had a monsoon. New things are happening this COVID-19 season. Loving the nice breeze through.,New Delhi,New Delhi,2020-07-04,,positive
1279535832680902656,@somyalakhani Who knew Delhi had a monsoon. New things are happening this COVID-19 season. Loving the nice breeze through.,New Delhi,New Delhi,2020-07-04,null,positive
1279533506595442688,@deepolice12 I had already booked my tickets for 19th I.e Sunday sir much before hand the lockdown was announced an… https://t.co/BAsr7RFg0A,Bengaluru South,Bangalore,2020-07-04,['Daily Services'],negative
1279530732486930434,"@YouTubeIndia Yo! At least give YT Premium subscribers option to have higher resolution.

#YouTube 

https://t.co/8dLKT7GO1H",Ludhiana,Ludhiana,2020-07-04,null,neutral
1279525600974307329,@realDonaldTrump Congratulations... hopefully we all get freedom from this invisible enemy #Covid_19 #coronavirus soon..@PMOIndia,Ghaziabad,Ghaziabad,2020-07-04,null,positive
1279523666091315201,"Me: Got an air Frier to keep a check on my oil consumption 

Also me: Every lockdown evening - French fries, nugget… https://t.co/KLSFSEykbY",Mumbai,Mumbai,2020-07-04,null,positive
1279520334530572288,"Totall 6,513 Corona cases
#Aurangabad

💙 2,972  Active
💚 3,241  Recovered
❤️ 300   Deceased

☑️ 3,541  Closed Cases… https://t.co/btDcSZ6EgS",Aurangabad,Aurangabad,2020-07-04,['Others'],negative
1279513654975705089,"@KhusroNajeeb @adgpi Army chief Gen.Naravne visited on 23rd June 2020, watch the above tweet and check fr date.. se… https://t.co/uQDquBdRyG",Navi Mumbai,Thane,2020-07-04,null,neutral
1279513553947570180,"Don’t run behind a dream car,try to help others and make their dreams come true.these things r materialistic n shor… https://t.co/J5ZFxfwh7t",New Delhi,New Delhi,2020-07-04,['Food Shortage'],negative
1279507726242942976,This covid-19 situation has made some people so frustrated that they are calling those whom they cut out from their… https://t.co/hgaxuZ7n8o,New Delhi,New Delhi,2020-07-04,['Daily Services'],negative
1279506511056613376,Anyone awake? I have got this bad habit of staying awake late in this lockdown.,New Delhi,New Delhi,2020-07-04,['Others'],negative
1279504656180232197,"4th July, COVID19 Stats (Assam):

1202-new positive cases in entire Assam today.
777-new positive cases in Guwahati… https://t.co/FSyseAMJok",Guwahati,Kamrup Metropolitan,2020-07-04,null,positive
1279503726827524096,"The University of Delhi registration process was to close on July 4, however, now it will be extended till July 18,… https://t.co/QGeW8sZdES",New Delhi,New Delhi,2020-07-04,null,neutral
1279500383035899904,@ArvindKejriwal it's a request please do the complete lockdown in delhi. It's our humble request.,New Delhi,New Delhi,2020-07-04,null,neutral
1279500161337548800,I really enjoy filming these short IGTV videos. What started as a way to impart a little bit of knowledge during th… https://t.co/7vbTknlKGX,New Delhi,New Delhi,2020-07-04,null,positive
1279500154500820992,This facility is provided my government for covid-19 paitent .....(look at the video guyz ) this is the reason why… https://t.co/XinIiN43pj,Ambernath MIDC,Thane,2020-07-04,['Others'],negative
1279499092901519360,#Coronavirus Vaccine News: Oxford researches feel COVID-19 #pandemic will end on its own; won't need a vaccine https://t.co/sO2G6yWgD6,Hyderabad,Hyderabad,2020-07-04,['Daily Services'],negative
1279497108509392896,"@himantabiswa Dada I think it's time to all district Lockdown..
Please save us..we are scared",Nagaon,Nagaon,2020-07-04,['Daily Services'],negative
1279497004125581312,"COVID-19 REPORT FOR 3rd July

New Positive Cases: 495
In Quarantine: 355
Local Contacts: 140

New Recoveries: 203
C… https://t.co/oJvfAJnmaa",Bhubaneshwar,Khordha,2020-07-04,null,neutral
1279495324801744896,"It’s been so long in this lockdown that I’m prepared for my awkward self when I meet my friends next 

#lockdown",New Delhi,New Delhi,2020-07-04,['Economic'],negative
1279495243595800576,Our ceo Ashok Prasad highlighting how we unnati has worked to support farmers during Covid https://t.co/Cm6VvSCoz8,Noida,Gautam Buddha Nagar,2020-07-04,null,neutral
1279495165627990017,"@MaxHealthcare pl. book covid test via sample collection from home for my parents, immediately as both are in self… https://t.co/w96qSsTITB",New Delhi,New Delhi,2020-07-04,null,neutral
1279494593805840384,"For Sunday. 

#moonriver #livemusic #lockdown #4thofJuly
https://t.co/GzWE8MrwGE https://t.co/uLF8POM5Vt",Anna Nagar,Chennai,2020-07-04,null,neutral
1279494385491537921,@SudeepNbr @Polygonbike Nothing.... hopefully no curfew/lockdown!,Bengaluru South,Bangalore,2020-07-04,['Economic'],negative
1279493965415215104,#Assam in explosion mode. Dada I urge you to think of doing complete lockdown to save axom. We can take care of eco… https://t.co/RuMb9ZN7a0,Dibrugarh,Dibrugarh,2020-07-04,['Daily Services'],negative
1279493685973970945,I'm very proud of my @celebi_aviation team for successful @AirlinesUkraine relief operation that we have made durin… https://t.co/6uNnBWMQlE,Sardar Vallabhbhai Patel International Airport,Alandur,2020-07-04,null,positive
1279492696378413056,"Abolishment of Current Academic Year due to Covid-19 Bengali V-4
https://t.co/Wkuovhvdwx via @YouTube",Kolkata,Kolkata,2020-07-04,null,neutral
